x	y
3.912419e+00	4.203189e-03
3.960097e+00	3.966699e-03
4.008357e+00	3.741285e-03
4.057205e+00	3.526554e-03
4.106648e+00	3.322120e-03
4.156694e+00	3.127606e-03
4.207349e+00	2.942642e-03
4.258622e+00	2.766869e-03
4.310519e+00	2.599932e-03
4.363049e+00	2.441488e-03
4.416220e+00	2.291199e-03
4.470038e+00	2.148739e-03
4.524512e+00	2.013786e-03
4.579650e+00	1.886030e-03
4.635460e+00	1.765168e-03
4.691950e+00	1.650905e-03
4.749128e+00	1.542954e-03
4.807003e+00	1.441038e-03
4.865584e+00	1.344886e-03
4.924878e+00	1.254237e-03
4.984895e+00	1.168837e-03
5.045643e+00	1.088441e-03
5.107132e+00	1.012811e-03
5.169370e+00	9.417173e-04
5.232366e+00	8.749389e-04
5.296130e+00	8.122612e-04
5.360672e+00	7.534779e-04
5.425999e+00	6.983901e-04
5.492123e+00	6.468063e-04
5.559053e+00	5.985422e-04
5.626798e+00	5.534210e-04
5.695369e+00	5.112723e-04
5.764776e+00	4.719333e-04
5.835028e+00	4.352473e-04
5.906136e+00	4.010645e-04
5.978111e+00	3.692417e-04
6.050963e+00	3.396416e-04
6.124703e+00	3.121333e-04
6.199342e+00	2.865918e-04
6.274890e+00	2.628979e-04
6.351359e+00	2.409380e-04
6.428760e+00	2.206041e-04
6.507104e+00	2.017935e-04
6.586402e+00	1.844085e-04
6.666668e+00	1.683565e-04
6.747911e+00	1.535496e-04
6.830144e+00	1.399049e-04
6.913379e+00	1.273434e-04
6.997629e+00	1.157910e-04
7.082906e+00	1.051773e-04
7.169221e+00	9.543623e-05
7.256589e+00	8.650529e-05
7.345021e+00	7.832580e-05
7.434531e+00	7.084255e-05
7.525132e+00	6.400368e-05
7.616837e+00	5.776057e-05
7.709659e+00	5.206764e-05
7.803613e+00	4.688225e-05
7.898712e+00	4.216450e-05
7.994969e+00	3.787718e-05
8.092400e+00	3.398554e-05
8.191018e+00	3.045724e-05
8.290837e+00	2.726218e-05
8.391873e+00	2.437236e-05
8.494141e+00	2.176184e-05
8.597655e+00	1.940652e-05
8.702430e+00	1.728414e-05
8.808482e+00	1.537407e-05
8.915826e+00	1.365728e-05
9.024479e+00	1.211622e-05
9.134455e+00	1.073472e-05
9.245772e+00	9.497914e-06
9.358446e+00	8.392131e-06
9.472492e+00	7.404842e-06
9.587929e+00	6.524565e-06
9.704772e+00	5.740797e-06
9.823039e+00	5.043946e-06
9.942747e+00	4.425258e-06
1.006391e+01	3.876763e-06
1.018656e+01	3.391209e-06
1.031070e+01	2.962012e-06
1.043635e+01	2.583201e-06
1.056353e+01	2.249369e-06
1.069226e+01	1.955627e-06
1.082256e+01	1.697565e-06
1.095445e+01	1.471205e-06
1.108795e+01	1.272970e-06
1.122307e+01	1.099646e-06
1.135984e+01	9.483503e-07
1.149828e+01	8.165017e-07
1.163840e+01	7.017930e-07
1.178023e+01	6.021653e-07
1.192379e+01	5.157844e-07
1.206910e+01	4.410190e-07
1.221618e+01	3.764210e-07
1.236505e+01	3.207069e-07
1.251574e+01	2.727417e-07
1.266826e+01	2.315227e-07
1.282264e+01	1.961666e-07
1.297891e+01	1.658961e-07
1.313707e+01	1.400286e-07
1.329717e+01	1.179660e-07
1.345921e+01	9.918512e-08
1.362323e+01	8.322909e-08
1.378925e+01	6.969994e-08
1.395730e+01	5.825159e-08
1.412739e+01	4.858370e-08
1.429955e+01	4.043617e-08
1.447381e+01	3.358420e-08
1.465020e+01	2.783394e-08
1.482873e+01	2.301854e-08
1.500944e+01	1.899472e-08
1.519235e+01	1.563970e-08
1.537749e+01	1.284851e-08
1.556489e+01	1.053161e-08
1.575457e+01	8.612742e-09
1.594657e+01	7.027187e-09
1.614090e+01	5.720085e-09
1.633760e+01	4.645068e-09
1.653670e+01	3.763031e-09
1.673822e+01	3.041073e-09
1.694220e+01	2.451583e-09
1.714867e+01	1.971442e-09
1.735765e+01	1.581342e-09
1.756918e+01	1.265199e-09
1.778328e+01	1.009648e-09
1.800000e+01	8.036090e-10
